station,datetime,TEC,Bz_GSM,speed_kms,Kp,TEC_baseline,TEC_disturbance,TEC_lag1,Bz_lag1,Kp_lag1,speed_lag1,TEC_lag2,Bz_lag2,Kp_lag2,speed_lag2,TEC_lag3,Bz_lag3,Kp_lag3,speed_lag3,target_1h,target_3h,target_6h,risk_1h
IISC,2026-01-17 19:00:00,-20.26203375846592,0.5,705.0,4.0,-27.931094404945668,7.66906064647975,-21.998014376233225,1.3,4.0,699.0,-29.327945632084425,-0.5,3.7,694.0,-28.790420264253893,0.4,3.7,700.0,13.77126500876087,18.921792645349417,-2.396914025568716,Green
IISC,2026-01-17 20:00:00,-10.763626452174464,1.3,696.0,4.0,-24.53489146093533,13.77126500876087,-20.26203375846592,0.5,4.0,705.0,-21.998014376233225,1.3,4.0,699.0,-29.327945632084425,-0.5,3.7,694.0,16.224421804755362,17.150015651652513,-23.705778600534263,Green
IISC,2026-01-17 21:00:00,-4.905602262594212,-0.6,688.0,3.7,-21.130024067349574,16.224421804755362,-10.763626452174464,1.3,4.0,696.0,-20.26203375846592,0.5,4.0,705.0,-21.998014376233225,1.3,4.0,699.0,18.921792645349417,10.725256874844268,-40.49362820659931,Yellow
IISC,2026-01-17 22:00:00,3.4089625400292265,-2.5,708.0,3.7,-15.512830105320193,18.921792645349417,-4.905602262594212,-0.6,3.7,688.0,-10.763626452174464,1.3,4.0,696.0,-20.26203375846592,0.5,4.0,705.0,17.150015651652513,-2.396914025568716,-44.41960979896396,Green
IISC,2026-01-17 23:00:00,9.315401294268176,0.4,690.0,3.7,-7.834614357384337,17.150015651652513,3.4089625400292265,-2.5,3.7,708.0,-4.905602262594212,-0.6,3.7,688.0,-10.763626452174464,1.3,4.0,696.0,10.725256874844268,-23.705778600534263,-30.561242648927323,Green
IISC,2026-01-18 00:00:00,9.976937013561775,2.8,681.0,2.7,-0.7483198612824928,10.725256874844268,9.315401294268176,0.4,3.7,690.0,3.4089625400292265,-2.5,3.7,708.0,-4.905602262594212,-0.6,3.7,688.0,-2.396914025568716,-40.49362820659931,-11.926879548967236,Green
IISC,2026-01-18 01:00:00,-1.384865511108205,1.4,682.0,2.7,1.0120485144605107,-2.396914025568716,9.976937013561775,2.8,2.7,681.0,9.315401294268176,0.4,3.7,690.0,3.4089625400292265,-2.5,3.7,708.0,-23.705778600534263,-44.41960979896396,-2.6522531220831382,Yellow
IISC,2026-01-18 02:00:00,-22.69373008607376,0.3,673.0,2.7,1.0120485144605107,-23.705778600534263,-1.384865511108205,1.4,2.7,682.0,9.976937013561775,2.8,2.7,681.0,9.315401294268176,0.4,3.7,690.0,-40.49362820659931,-30.561242648927323,0.3237759992670419,Red
IISC,2026-01-18 03:00:00,-39.4815796921388,0.0,677.0,3.7,1.0120485144605107,-40.49362820659931,-22.69373008607376,0.3,2.7,673.0,-1.384865511108205,1.4,2.7,682.0,9.976937013561775,2.8,2.7,681.0,-44.41960979896396,-11.926879548967236,-4.665234031678786,Red
IISC,2026-01-18 04:00:00,-56.45890759755494,0.6,662.0,3.7,-12.03929779859098,-44.41960979896396,-39.4815796921388,0.0,3.7,677.0,-22.69373008607376,0.3,2.7,673.0,-1.384865511108205,1.4,2.7,682.0,-30.561242648927323,-2.6522531220831382,-11.887933245281658,Red
IISC,2026-01-18 05:00:00,-61.6488975380336,-0.8,640.0,3.7,-31.08765488910628,-30.561242648927323,-56.45890759755494,0.6,3.7,662.0,-39.4815796921388,0.0,3.7,677.0,-22.69373008607376,0.3,2.7,673.0,-11.926879548967236,0.3237759992670419,-8.70536528461529,Green
IISC,2026-01-18 06:00:00,-59.89712319381411,0.1,626.0,2.7,-47.97024364484688,-11.926879548967236,-61.6488975380336,-0.8,3.7,640.0,-56.45890759755494,0.6,3.7,662.0,-39.4815796921388,0.0,3.7,677.0,-2.6522531220831382,-4.665234031678786,3.5641699509036826,Green
IISC,2026-01-18 07:00:00,-60.830268517767664,-0.9,615.0,2.7,-58.178015395684525,-2.6522531220831382,-59.89712319381411,0.1,2.7,626.0,-61.6488975380336,-0.8,3.7,640.0,-56.45890759755494,0.6,3.7,662.0,0.3237759992670419,-11.887933245281658,21.839680782040105,Green
IISC,2026-01-18 08:00:00,-59.249571195280026,-1.3,609.0,2.7,-59.57334719454707,0.3237759992670419,-60.830268517767664,-0.9,2.7,615.0,-59.89712319381411,0.1,2.7,626.0,-61.6488975380336,-0.8,3.7,640.0,-4.665234031678786,-8.70536528461529,22.31055555130147,Green
IISC,2026-01-18 09:00:00,-65.02892988746967,-0.8,574.0,2.3,-60.36369585579089,-4.665234031678786,-59.249571195280026,-1.3,2.7,609.0,-60.830268517767664,-0.9,2.7,615.0,-59.89712319381411,0.1,2.7,626.0,-11.887933245281658,3.5641699509036826,12.551685579299573,Green
IISC,2026-01-18 10:00:00,-73.1275162731823,-1.2,565.0,2.3,-61.23958302790064,-11.887933245281658,-65.02892988746967,-0.8,2.3,574.0,-59.249571195280026,-1.3,2.7,609.0,-60.830268517767664,-0.9,2.7,615.0,-8.70536528461529,21.839680782040105,7.8661838906581,Green
IISC,2026-01-18 11:00:00,-71.63496448723396,-1.9,556.0,2.3,-62.92959920261867,-8.70536528461529,-73.1275162731823,-1.2,2.3,565.0,-65.02892988746967,-0.8,2.3,574.0,-59.249571195280026,-1.3,2.7,609.0,3.5641699509036826,22.31055555130147,14.925505939115476,Green
IISC,2026-01-18 12:00:00,-59.365429251714986,-2.3,552.0,2.3,-62.92959920261867,3.5641699509036826,-71.63496448723396,-1.9,2.3,556.0,-73.1275162731823,-1.2,2.3,565.0,-65.02892988746967,-0.8,2.3,574.0,21.839680782040105,12.551685579299573,19.17258821464047,Yellow
IISC,2026-01-18 13:00:00,-40.357498787552224,-2.8,535.0,2.3,-62.19717956959233,21.839680782040105,-59.365429251714986,-2.3,2.3,552.0,-71.63496448723396,-1.9,2.3,556.0,-73.1275162731823,-1.2,2.3,565.0,22.31055555130147,7.8661838906581,12.6600757843321,Yellow
IISC,2026-01-18 14:00:00,-39.88662401829086,-2.2,528.0,2.3,-62.19717956959233,22.31055555130147,-40.357498787552224,-2.8,2.3,535.0,-59.365429251714986,-2.3,2.3,552.0,-71.63496448723396,-1.9,2.3,556.0,12.551685579299573,14.925505939115476,4.608857620182748,Green
IISC,2026-01-18 15:00:00,-37.30977844033403,-2.7,541.0,2.7,-49.8614640196336,12.551685579299573,-39.88662401829086,-2.2,2.3,528.0,-40.357498787552224,-2.8,2.3,535.0,-59.365429251714986,-2.3,2.3,552.0,7.8661838906581,19.17258821464047,7.928794637858528,Green
IISC,2026-01-18 16:00:00,-32.255877512263446,-1.2,523.0,2.7,-40.122061402921545,7.8661838906581,-37.30977844033403,-2.7,2.7,541.0,-39.88662401829086,-2.2,2.3,528.0,-40.357498787552224,-2.8,2.3,535.0,14.925505939115476,12.6600757843321,13.612659566485227,Green
IISC,2026-01-18 17:00:00,-23.67269529019697,-1.7,498.0,2.7,-38.59820122931245,14.925505939115476,-32.255877512263446,-1.2,2.7,523.0,-37.30977844033403,-2.7,2.7,541.0,-39.88662401829086,-2.2,2.3,528.0,19.17258821464047,4.608857620182748,12.818238219510008,Yellow
IISC,2026-01-18 18:00:00,-15.610239761658264,-2.9,497.0,3.7,-34.782827976298734,19.17258821464047,-23.67269529019697,-1.7,2.7,498.0,-32.255877512263446,-1.2,2.7,523.0,-37.30977844033403,-2.7,2.7,541.0,12.6600757843321,7.928794637858528,10.238209825957782,Green
IISC,2026-01-18 19:00:00,-15.304210616898107,-2.9,497.0,3.7,-27.964286401230208,12.6600757843321,-15.610239761658264,-2.9,3.7,497.0,-23.67269529019697,-1.7,2.7,498.0,-32.255877512263446,-1.2,2.7,523.0,4.608857620182748,13.612659566485227,-1.5129722075270935,Green
IISC,2026-01-18 20:00:00,-15.032609905744868,-2.5,487.0,3.7,-19.641467525927617,4.608857620182748,-15.304210616898107,-2.9,3.7,497.0,-15.610239761658264,-2.9,3.7,497.0,-23.67269529019697,-1.7,2.7,498.0,7.928794637858528,12.818238219510008,-19.83565258717332,Green
IISC,2026-01-18 21:00:00,-7.528430551419658,-2.7,481.0,3.0,-15.457225189278184,7.928794637858528,-15.032609905744868,-2.5,3.7,487.0,-15.304210616898107,-2.9,3.7,497.0,-15.610239761658264,-2.9,3.7,497.0,13.612659566485227,10.238209825957782,-34.56098018202162,Green
IISC,2026-01-18 22:00:00,-1.555750694836259,-2.7,480.0,3.0,-15.168410261321489,13.612659566485227,-7.528430551419658,-2.7,3.0,481.0,-15.032609905744868,-2.5,3.7,487.0,-15.304210616898107,-2.9,3.7,497.0,12.818238219510008,-1.5129722075270935,-33.65692260849496,Green
IISC,2026-01-18 23:00:00,1.5377179909277443,-2.6,466.0,3.0,-11.280520228582263,12.818238219510008,-1.555750694836259,-2.7,3.0,480.0,-7.528430551419658,-2.7,3.0,481.0,-15.032609905744868,-2.5,3.7,487.0,10.238209825957782,-19.83565258717332,-19.81995170795895,Green
IISC,2026-01-19 00:00:00,5.696119202829823,-2.7,469.0,3.3,-4.542090623127958,10.238209825957782,1.5377179909277443,-2.6,3.0,466.0,-1.555750694836259,-2.7,3.0,480.0,-7.528430551419658,-2.7,3.0,481.0,-1.5129722075270935,-34.56098018202162,-10.607102550716212,Green
IISC,2026-01-19 01:00:00,-4.581695109890446,-1.2,460.0,3.3,-3.068722902363352,-1.5129722075270935,5.696119202829823,-2.7,3.3,469.0,1.5377179909277443,-2.6,3.0,466.0,-1.555750694836259,-2.7,3.0,480.0,-19.83565258717332,-33.65692260849496,-12.44012444120044,Yellow
IISC,2026-01-19 02:00:00,-22.904375489536672,1.7,471.0,3.3,-3.068722902363352,-19.83565258717332,-4.581695109890446,-1.2,3.3,460.0,5.696119202829823,-2.7,3.3,469.0,1.5377179909277443,-2.6,3.0,466.0,-34.56098018202162,-19.81995170795895,-8.340242561551612,Red
IISC,2026-01-19 03:00:00,-37.62970308438498,1.0,462.0,0.7,-3.068722902363352,-34.56098018202162,-22.904375489536672,1.7,3.3,471.0,-4.581695109890446,-1.2,3.3,460.0,5.696119202829823,-2.7,3.3,469.0,-33.65692260849496,-10.607102550716212,-13.308594195178706,Red
IISC,2026-01-19 04:00:00,-47.39995790820852,-1.4,443.0,0.7,-13.74303529971356,-33.65692260849496,-37.62970308438498,1.0,0.7,462.0,-22.904375489536672,1.7,3.3,471.0,-4.581695109890446,-1.2,3.3,460.0,-19.81995170795895,-12.44012444120044,-22.08007659769258,Yellow
IISC,2026-01-19 05:00:00,-50.08699099491977,0.5,433.0,0.7,-30.267039286960824,-19.81995170795895,-47.39995790820852,-1.4,0.7,443.0,-37.62970308438498,1.0,0.7,462.0,-22.904375489536672,1.7,3.3,471.0,-10.607102550716212,-8.340242561551612,-19.85990241485615,Green
IISC,2026-01-19 06:00:00,-53.121933047012966,0.3,430.0,0.3,-42.51483049629675,-10.607102550716212,-50.08699099491977,0.5,0.7,433.0,-47.39995790820852,-1.4,0.7,443.0,-37.62970308438498,1.0,0.7,462.0,-12.44012444120044,-13.308594195178706,1.0730298573452757,Green
IISC,2026-01-19 07:00:00,-61.183598892764586,2.4,430.0,0.3,-48.74347445156415,-12.44012444120044,-53.121933047012966,0.3,0.3,430.0,-50.08699099491977,0.5,0.7,433.0,-47.39995790820852,-1.4,0.7,443.0,-8.340242561551612,-22.08007659769258,25.44990786265022,Green
IISC,2026-01-19 08:00:00,-59.94470458251798,1.4,423.0,0.3,-51.604462020966366,-8.340242561551612,-61.183598892764586,2.4,0.3,430.0,-53.121933047012966,0.3,0.3,430.0,-50.08699099491977,0.5,0.7,433.0,-13.308594195178706,-19.85990241485615,33.76837669646582,Green
IISC,2026-01-19 09:00:00,-69.84191300994418,-0.0,418.0,1.0,-56.53331881476547,-13.308594195178706,-59.94470458251798,1.4,0.3,423.0,-61.183598892764586,2.4,0.3,430.0,-53.121933047012966,0.3,0.3,430.0,-22.08007659769258,1.0730298573452757,30.74846578047313,Yellow
IISC,2026-01-19 10:00:00,-82.64422833533386,-0.6,415.0,1.0,-60.56415173764128,-22.08007659769258,-69.84191300994418,-0.0,1.0,418.0,-59.94470458251798,1.4,0.3,423.0,-61.183598892764586,2.4,0.3,430.0,-19.85990241485615,25.44990786265022,17.82551179995135,Yellow
IISC,2026-01-19 11:00:00,-85.37265836621053,-0.7,430.0,1.0,-65.51275595135438,-19.85990241485615,-82.64422833533386,-0.6,1.0,415.0,-69.84191300994418,-0.0,1.0,418.0,-59.94470458251798,1.4,0.3,423.0,1.0730298573452757,33.76837669646582,4.610310561942779,Green
IISC,2026-01-19 12:00:00,-67.69585329525363,1.1,429.0,1.3,-68.7688831525989,1.0730298573452757,-85.37265836621053,-0.7,1.0,430.0,-82.64422833533386,-0.6,1.0,415.0,-69.84191300994418,-0.0,1.0,418.0,25.44990786265022,30.74846578047313,-4.044215986237859,Yellow
IISC,2026-01-19 13:00:00,-43.31897528994868,0.2,426.0,1.3,-68.7688831525989,25.44990786265022,-67.69585329525363,1.1,1.3,429.0,-85.37265836621053,-0.7,1.0,430.0,-82.64422833533386,-0.6,1.0,415.0,33.76837669646582,17.82551179995135,-4.236096768058793,Red
IISC,2026-01-19 14:00:00,-35.00050645613308,-1.9,421.0,1.3,-68.7688831525989,33.76837669646582,-43.31897528994868,0.2,1.3,426.0,-67.69585329525363,1.1,1.3,429.0,-85.37265836621053,-0.7,1.0,430.0,30.74846578047313,4.610310561942779,15.754457555277542,Red
IISC,2026-01-19 15:00:00,-24.758948512128025,-2.7,423.0,3.0,-55.50741429260116,30.74846578047313,-35.00050645613308,-1.9,1.3,421.0,-43.31897528994868,0.2,1.3,426.0,-67.69585329525363,1.1,1.3,429.0,17.82551179995135,-4.044215986237859,29.831076613366942,Green
IISC,2026-01-19 16:00:00,-21.33422907308953,-1.7,419.0,3.0,-39.15974087304088,17.82551179995135,-24.758948512128025,-2.7,3.0,423.0,-35.00050645613308,-1.9,1.3,421.0,-43.31897528994868,0.2,1.3,426.0,4.610310561942779,-4.236096768058793,23.64155829842248,Green
IISC,2026-01-19 17:00:00,-25.77988533224752,-3.8,431.0,3.0,-30.3901958941903,4.610310561942779,-21.33422907308953,-1.7,3.0,419.0,-24.758948512128025,-2.7,3.0,423.0,-35.00050645613308,-1.9,1.3,421.0,-4.044215986237859,15.754457555277542,10.411512933952633,Green
IISC,2026-01-19 18:00:00,-33.868317304723234,-1.0,441.0,8.3,-29.824101318485376,-4.044215986237859,-25.77988533224752,-3.8,3.0,431.0,-21.33422907308953,-1.7,3.0,419.0,-24.758948512128025,-2.7,3.0,423.0,-4.236096768058793,29.831076613366942,3.845326036757875,Green
IISC,2026-01-19 19:00:00,-34.06019808654417,-5.4,739.0,8.3,-29.824101318485376,-4.236096768058793,-33.868317304723234,-1.0,8.3,441.0,-25.77988533224752,-3.8,3.0,431.0,-21.33422907308953,-1.7,3.0,419.0,15.754457555277542,23.64155829842248,-13.425912827852375,Green
IISC,2026-01-19 20:00:00,-9.514959366910231,-5.7,1108.0,8.3,-25.269416922187773,15.754457555277542,-34.06019808654417,-5.4,8.3,739.0,-33.868317304723234,-1.0,8.3,441.0,-25.77988533224752,-3.8,3.0,431.0,29.831076613366942,10.411512933952633,-32.353863303771334,Red
IISC,2026-01-19 21:00:00,6.274019410698423,-21.8,1121.0,8.7,-23.557057202668524,29.831076613366942,-9.514959366910231,-5.7,8.3,1108.0,-34.06019808654417,-5.4,8.3,739.0,-33.868317304723234,-1.0,8.3,441.0,23.64155829842248,3.845326036757875,-38.70707269015977,Yellow
